# 	mnist	fashion_mnist	svhn	cifar10
carlini_wagner	1.40	0.51	0.67	0.37
boundary_attack	3.07	1.24	2.42	1.38
deepfool	1.07	0.31	0.41	0.23
universal_perturbation	6.71	2.61	2.46	2.45
